horse_id,horse_name,secretariat,seattle_slew,affirmed,american_pharoah,mr._prospector
3280,Catalina Cruiser,1,1,0,0,1
637,Catania Rose,1,0,0,0,1
3238,Catch a Bid,1,1,0,0,1
1500,Catch a Cab,1,1,0,0,1
4050,Catch a Thrill,0,0,0,0,1
3332,Catcho En Die (ARG),0,0,0,0,0
4442,Catherineofaragon,1,1,0,0,1
3586,Catholic Boy,1,1,0,0,1
890,Cathy Naz,1,1,0,0,1
3200,Catorat,1,0,0,0,0
3514,Catsoutofthebag,1,0,0,0,1
2829,Cause,0,0,0,0,0
103,Cause I'm Alex,1,0,0,0,1
1553,Cause for Applause,1,0,0,0,1
3181,Causforcelebration,1,1,0,0,1
691,Causin' Trouble,1,0,0,0,1
1735,Cavaradossi,1,0,0,0,1
1956,Cazilda Fortytales,1,1,0,0,1
3312,Ce Ce,1,0,0,0,1
1615,Cee's Overture,1,1,0,0,1
2392,Celebration (GB),1,0,0,0,0
369,Celtic Chaos,0,1,0,0,1
859,Celtic Mission,1,0,0,0,1
2383,Cemetery V I P,1,0,0,0,1
401,Center City,1,1,0,0,1
4282,Central Capital,1,0,0,0,1
2348,Central Exit,1,1,0,0,1
1217,Central Time,1,1,0,0,1
282,Centrall,1,0,0,0,1
1640,Centrist,1,0,0,0,1
4637,Centsmybabyleftme,0,0,1,0,1
1925,Centurion,0,0,1,0,0
1806,Cerretalto,0,1,0,0,1
3270,Chalon,1,1,0,0,1
3096,Chamber,1,1,0,0,1
4151,Champagne Anyone,0,0,0,0,1
1791,Champagne Bliss,1,0,1,0,0
1591,Champagne Chills,1,0,0,0,1
1853,Champagne Diet,0,0,0,0,1
4469,Champagne Humor,0,0,0,0,1
2809,Champagne Lady,1,1,0,0,1
953,Champayne,0,1,0,0,1
3938,Championship Alley,0,1,0,0,1
266,Change of Venue,1,1,0,0,1
2943,Channel Cat,0,0,0,0,1
3223,Channel Island,0,0,0,0,1
3015,Channel Maker,0,0,0,0,1
1332,Chantry Flats,1,0,0,0,1
292,Charlie McCoy,1,1,0,0,1
469,Charming Cara,1,0,0,0,1
3375,Charreada,1,1,0,0,1
1728,Chase Tracker,0,1,0,0,1
3657,Chasing the Kitty,0,0,0,0,1
180,Chateau,1,1,0,0,1
4522,Chaysenbryn,1,1,0,0,1
281,Cheatham Hill,1,1,0,0,1
967,Chef Funny Money,1,0,0,0,1
3134,Chelsea Cloisters,1,1,0,0,1
2062,Cherokee Song,0,0,0,0,1
4566,Chess Chief,1,1,1,0,1
2574,Chestertown,1,1,0,0,1
4156,Chestnut Street,0,0,0,0,1
3338,Cheyenne's Colonel,0,1,0,0,1
1400,Chiara Luna,0,0,0,0,1
452,Chicken Valley Rd,1,0,0,0,1
2224,Chiclet's Dream,1,0,0,0,1
3720,Chief Justice (GB),0,0,0,0,1
4315,Chief Know It All,1,0,0,0,1
1442,Chillinwithfriends,1,1,1,0,1
999,Chilly in Charge,1,1,1,0,1
3445,Chimney Rock,1,0,0,0,0
3237,China Cat,1,1,0,0,1
2138,China Rider,1,1,0,0,1
1773,China Silk,1,0,0,0,1
1397,Chipolata (FR),0,0,1,0,1
2594,Chiricahua,1,1,0,0,1
3232,Chocolate Kisses,1,0,0,0,1
835,Cholmondeley,1,0,0,0,1
1437,Chorus Line,1,1,0,0,1
1596,Chouchou de Boo,1,1,0,0,1
2001,Chowda,0,1,0,0,1
668,Chuckles,0,0,0,0,1
1001,Cirque,1,0,0,0,1
4142,Cite,0,0,0,0,1
3396,Citizen Matzo,1,0,0,0,1
3721,City Dreamer (IRE),0,0,0,0,1
3411,City Fun,0,0,0,0,1
3568,City Guy,0,0,0,0,1
2630,City Man,0,0,0,0,1
2385,City Temper,1,1,0,0,1
3429,City Traveler,0,0,0,0,1
2217,Civil Union,0,0,0,0,1
3407,Claddagh's Run,0,0,0,0,1
1008,Claire's Kitty,0,0,0,0,1
503,Clairvoyant Lady,1,1,0,0,1
2458,Clamor,0,0,0,0,0
897,Clara Allen,0,0,0,0,1
3767,Classic Covey,0,0,0,0,1
195,Classic Czar,1,1,0,0,1
2517,Classic Fit,1,1,0,0,1
1539,Classic Lady,0,1,0,0,1
4600,Classic Rock,1,1,0,0,1
71,Classic Romeo,1,1,0,0,1
4276,Classy John,0,1,0,0,1
2776,Classy Sadie,1,1,0,0,1
4139,Claytnthelionheart,1,1,0,0,1
2085,Clear Vision,0,0,0,0,0
4128,Clear for Action,1,1,0,0,1
2090,Clear the Ramp,0,0,0,0,1
4535,Clearwater,0,1,0,0,1
755,Clench,0,0,0,0,1
2679,Cleon Jones,1,0,0,0,1
4627,Cleopatra's Charm,0,1,0,0,1
567,Clever Fellow,0,0,0,0,1
1619,Clever Tale,1,0,0,0,1
4633,Clifton Park,0,0,0,0,1
636,Climb the Ladder,1,0,0,0,1
1564,Clint Maroon (GB),0,0,0,0,0
3465,Clockstrikestwelve,1,1,0,0,1
934,Clonedsimmard,1,1,0,0,1
1311,Cloontia,1,0,0,0,0
4193,Close Shave,0,0,0,0,1
3447,Cloudbased,1,1,0,0,1
3415,Clyde's Image,1,1,0,0,1
2020,Clyde's Runner,1,1,0,0,0
4563,Coach Rocks,0,1,0,0,1
617,Coach Villa,0,0,0,0,1
3328,Coal Front,1,1,0,0,1
3693,Coalition Building,0,1,0,0,1
422,Coast to Coast,1,1,0,0,1
3802,Cobble Hill,1,0,0,0,1
912,Cocoa Bella,1,1,0,0,1
3569,Code of Honor,0,1,0,0,1
1542,Codrington,1,0,0,0,1
1455,Coffee Crush,0,1,0,0,0
4505,Cohete Rojo,1,0,0,0,1
2541,Coilean Bawn,0,0,0,0,1
1811,Coin the Phrase,0,0,1,0,1
1752,Cold Hard Cash,1,0,1,0,1
2242,Cold Hearted Cat,1,1,0,0,1
2204,Collegeville Girl,1,1,0,0,1
2967,Collins Ave,1,0,0,0,1
1916,Colloquist,1,1,0,0,1
1248,Colonel Canuck,1,1,0,0,0
1256,Colonel Juan,0,1,0,0,1
513,Colonel Sharp,1,1,0,0,0
3489,Colonel Tom,0,1,0,0,1
821,Color Chart,0,0,0,0,1
1072,Colorado Grandslam,0,1,0,0,1
4397,Colorincolonel,1,1,0,0,1
2758,Colormepazzi,1,1,0,0,1
391,Coltandmississippi,1,0,0,0,1
4069,Coltrane,0,0,0,0,1
4240,Combatant,0,1,0,0,1
1290,Come Dancing,1,1,0,0,1
3615,Comedy (IRE),0,0,0,0,1
3769,Comic,0,1,0,0,1
4086,Comic Kitten,0,0,0,0,1
4013,Comical,0,1,1,0,0
259,Communal,1,1,0,0,1
1936,Communicator,1,1,0,0,1
3151,Commute,1,0,0,0,1
1549,Compagno,1,0,0,0,1
2744,Compensate,0,0,0,0,1
3004,Competitionofideas,1,0,0,0,1
1921,Complex System,0,0,1,0,0
4234,Complexifier,1,1,0,0,1
2323,Complexity,0,1,0,0,1
3712,Compliant,0,0,0,0,1
3793,Complicit,1,0,0,0,1
1306,Compulsion,0,1,0,0,1
2143,Concerned,1,1,0,0,1
2764,Concrete Jungle,1,1,0,0,1
3572,Concrete Rose,0,1,0,0,1
4261,Confessing,0,0,0,0,1
1750,Conforto,1,0,0,0,1
3698,Connectivity,0,1,0,0,1
1261,Connolly's Beads,1,1,0,0,1
4400,Conqueror,1,1,0,0,1
1454,Conquest Hardcandy,0,0,0,0,1
59,Conquest Prankster,0,0,1,0,1
2257,Constant Knight,0,0,0,0,1
3736,Constitutional Pal,0,1,0,0,1
2457,Constructor,1,1,0,0,1
2710,Control Group,0,0,0,0,1
509,Controllingthegold,0,0,1,0,1
2597,Convict,0,1,0,0,1
2086,Conviction Trade,0,0,0,0,1
261,Cookie Crisp,1,0,0,0,1
3315,Cookie Dough,1,1,0,0,1
379,Cool Crinoline,1,1,0,0,1
1239,Cool Your Boots,0,0,1,0,0
442,Cool as You Like,0,0,0,0,1
1071,Coolboy,1,1,0,0,1
3575,Coral Beach (IRE),0,0,0,0,1
1746,Coral Legacy,1,1,0,0,1
1940,Corcoran,0,0,0,0,1
3587,Cordmaker,1,0,0,0,1
2333,Corey Scores,0,0,0,0,1
4185,Corky Lemon,0,1,1,0,1
127,Cornetta's Choice,1,1,0,0,1
3538,Corot,0,0,0,0,1
2635,Cost Basis,0,0,1,0,1
505,Cotton Candy Cutie,1,0,0,0,1
3552,Cottonwood Falls,1,1,0,0,1
3952,Count Down,1,0,0,0,1
278,Countable,0,1,1,0,1
4213,Countenance,1,0,0,0,1
2026,Country Grammer,1,1,0,0,1
1509,County Court,1,1,1,0,1
2805,Courageous Girl,1,0,0,0,1
486,Courageous Queen,1,1,0,0,1
3796,Courted,1,1,0,0,1
2922,Cousin Pete,1,1,0,0,1
3827,Cove Bay,1,1,0,0,1
4493,Cove Blue,0,0,0,0,1
1623,Cover Photo,1,0,0,0,1
4346,Covfefe,0,0,1,0,1
4259,Cowboy Rhythm,1,1,0,0,1
2859,Cowtown,0,1,0,0,1
1950,Crack Shot,1,0,0,0,0
1581,Crack of Dawn,0,0,0,0,1
3723,Cracker Factory (GB),1,0,0,0,1
1159,Crackspeed (ARG),1,0,0,0,0
60,Crafty Concorde,0,0,0,0,1
882,Craigville Beach,0,0,0,0,1
3394,Crashing Connie,1,0,0,0,1
1933,Crater Rim,0,0,0,0,0
1676,Cray Cray,0,0,0,0,1
2473,Crazy Life,1,0,0,0,1
559,Crea's Bklyn Law,1,1,1,0,1
3292,Creative Genius,1,0,0,0,1
1066,Creative Style,1,0,0,0,0
3087,Crescent Lady,1,0,0,0,1
1038,Crick,1,1,0,0,1
2,Crimson Frost,1,1,0,0,0
3530,Critical Decision,1,0,0,0,1
2668,Critical Value,1,1,0,0,1
2267,Croi Mor,1,1,0,0,1
1744,Croque Monsieur (GB),1,0,0,0,1
2250,Cross Border,0,0,0,0,1
373,Cross Multiply,0,0,0,0,1
4244,Crossing the Moon,1,1,0,0,1
2745,Cruise and Danze,0,0,0,0,1
2284,Cruising Strong,1,0,0,0,1
893,Cryinthemoonlight,0,1,0,0,1
2727,Crypto Gold,0,0,0,0,0
3866,Cryptographer,1,1,0,0,1
3849,Crystalle,1,1,0,0,1
1380,Cube,0,1,0,0,1
3438,Cucina,1,0,0,0,1
4396,Cuddle Kitten,0,0,0,0,1
2942,Cullum Road,1,0,1,0,1
4356,Curious Cal,1,0,0,0,1
3787,Curlin Beauty,1,1,0,0,1
837,Curlin Creek,0,0,0,0,1
2793,Curlin Road,0,0,0,0,1
2926,Curlin the Giant,1,1,0,0,1
1138,Curlin's Honor,1,1,0,0,1
3801,Curlin's Knight,0,1,0,0,1
2192,Curlin's Legacy,1,1,0,0,1
264,Curlin's New Moon,1,1,0,0,1
3708,Curluck,0,1,0,0,1
3636,Current,0,0,0,0,0
1991,Customerexperience,0,0,0,0,1
3163,Cyber Currency,1,0,1,0,1
643,D Emcee,0,1,0,0,1
943,D J's Favorite,1,1,0,0,1
1127,D S Advantage,0,1,0,0,1
475,D'ambrosio,1,1,0,0,1
555,D's Sis,1,0,0,0,1
989,Da Berg,1,0,0,0,1
1198,Da Meister,0,0,0,0,1
4554,Dabinett,0,0,0,0,1
2639,Dack Janiel's,0,1,0,0,1
524,Daddy D T,0,0,0,0,1
3298,Daddy Is a Legend,0,1,0,0,1
3034,Daddy Knows,1,0,0,0,1
1387,Daddy's Melody,1,0,0,0,1
3174,Daddysneverready,0,0,0,0,1
3401,Dakota's Dude,1,1,0,0,1
3716,Dalarna,0,0,0,0,0
4230,Daleelaty,1,0,0,0,1
4543,Dalika (GER),0,0,0,0,0
2117,Damselfly,0,0,0,0,1
2311,Dan the Man Can,0,0,1,0,0
1777,Dance Till Dawn,1,1,0,0,1
2891,Dance for Oro,1,1,0,0,1
2474,Dancers for Token,0,0,0,0,1
58,Dancetrack,0,1,0,0,1
2698,Dancing Kiki,0,0,0,0,1
834,Dancing Slippers,1,0,0,0,1
3614,Dancing Vega (IRE),0,0,0,0,1
601,Dancingwthdaffodls,1,0,0,0,1
1823,Danebury,1,1,0,0,1
3345,Danfusi,0,0,0,0,1
2589,Dangerous Edge,1,1,0,0,1
3525,Dangerous Woman,0,1,0,0,0
3067,Danielle's Pride,0,0,0,0,1
2930,Dannie's Deceiver,1,1,0,0,1
477,Danny California,0,0,0,0,1
1647,Dante's Fire,0,1,0,0,1
1410,Danzante,0,0,0,0,0
2066,Danzing Dunhill,0,1,0,0,1
2671,Daphne Moon,0,1,0,0,1
273,Daria's Angel,0,1,1,0,1
886,Daring Disguise,0,0,0,0,1
647,Dark Money,1,1,0,0,1
328,Dark N Cloudy,0,0,0,0,1
301,Dark Ops,1,1,0,0,1
1965,Dark Storm,1,1,0,0,1
4107,Darken a Day,0,1,0,0,1
4395,Darling of the Spa,1,1,0,0,1
2127,Dash Dot Dot,0,1,0,0,1
199,Dash for Dollars,1,1,0,0,1
1687,Dashing Dan,1,0,1,0,1
3948,Data Analytics,0,0,1,0,1
1998,Data Driven,1,1,0,0,1
2935,Dating Game,0,0,0,0,1
1255,Dattt Melody,1,1,0,0,1
2312,David's Gem,1,1,0,0,1
4380,Dawn Wall,0,0,0,0,1
624,Dawn the Destroyer,1,0,0,0,1
2575,Dawn's Early Light,0,1,0,0,1
4625,Day Dayenu,0,0,1,0,1
4485,Days of Glory,0,0,0,0,0
1840,Days of Spring,0,0,0,0,1
951,Dazzle Me,1,1,0,0,1
4026,Dazzling Okie,1,0,0,0,1
758,Dazzling Speed,1,1,0,0,1
1632,De Kooning,1,1,0,0,1
3813,Dealin' Stelen,1,1,1,0,1
3516,Dearly Declared,0,0,0,0,1
1860,Decadence,1,1,0,0,1
4002,Declined,1,1,1,0,1
3913,Decorated Ace,0,0,0,0,1
4053,Decorated Invader,0,1,0,0,1
2565,Decorating,0,0,0,0,1
737,Deep Sea,0,0,0,0,1
4542,Deep Space,1,1,0,0,1
4545,Deeply Analytical,0,0,0,0,1
2653,Default Rate,1,0,0,0,1
386,Deft,0,0,0,0,1
1922,Degas,1,0,0,0,1
2040,Deja Raconte,1,0,0,0,1
3933,Delete the Tweet,1,1,0,0,1
126,Delta Gamma,1,1,0,0,1
3211,Demarchelier (GB),0,0,0,0,1
3622,Democratic Values,1,1,0,0,1
745,Deputy Flag,1,0,0,0,1
709,Deputy Zapper,0,0,0,0,1
4068,Derby Champagne,1,1,0,0,1
3287,Derby Day Jewel,1,1,0,0,1
2595,Derby Day Zip,0,1,0,0,1
4023,Derby Memories,0,0,0,0,1
1597,Desbordes,1,0,0,0,1
4352,Desert Isle,0,0,0,0,0
408,Desert Lights,1,0,0,0,1
3631,Desert Ride,0,0,0,0,1
914,Deserted,0,0,0,0,1
2254,Desperado,1,0,0,0,1
848,Destiny Over Fate,1,0,0,0,1
3874,Destiny's Charge,1,1,0,0,0
1029,Detective Kid,0,0,0,0,1
3502,Determined Force,1,1,0,0,1
1555,Determined One,1,0,0,0,0
1876,Devamani (FR),0,0,0,0,1
317,Devil's Flair,1,0,0,0,1
483,Devilish Romance,1,1,0,0,1
4099,Devils Rendezvous,0,0,0,0,1
1061,Devine Dental,1,1,0,0,0
561,Devine Entry,1,0,0,0,1
4414,Devious Charm,1,1,1,0,0
1857,Devoted Kitten,1,1,0,0,1
2499,Dial Me Up,1,1,0,0,1
4433,Diamond Crazy,1,1,1,0,1
2245,Diamond Darlin,0,0,0,0,1
77,Diamond Jen Brady,0,0,0,0,1
3995,Diamond King,1,1,0,0,1
907,Diamond N Simon,1,1,0,0,1
3308,Diamond Oops,1,0,0,0,1
216,Diamond Princess,1,1,0,0,1
1754,Diannesimpazible,0,0,0,0,1
3580,Digital Age (IRE),0,1,0,0,1
2087,Digital Footprint,1,1,0,0,1
813,Dillon Rocks,1,1,0,0,1
4340,Dinar,1,1,0,0,1
52,Direct Order,0,0,1,0,1
1831,Dirty,0,0,0,0,1
653,Dirty Bird,1,1,0,0,1
1106,Disciplanarian,0,1,0,0,1
4401,Disco Deano,0,0,0,0,1
3306,Disco Partner,1,0,0,0,1
2830,Disco's Bridge,0,0,0,0,1
695,Discount Diva,1,0,0,0,1
3679,Discreet Angel,1,0,0,0,0
3156,Discreet Image,1,0,0,0,1
972,Discreet Mission,1,0,0,0,1
844,Discreet Sister,1,0,0,0,1
2548,Discretionary Marq,1,0,0,0,1
3225,Dispatcher,1,1,0,0,1
823,Disquiet,1,1,0,0,1
1168,Distorted News,1,0,0,0,1
2693,Distorted Sky,0,0,0,0,1
4411,Divided Sky (IRE),0,0,0,0,1
1914,Divine Leader,1,1,0,0,1
1156,Divine Miss Grey,1,1,0,0,1
3279,Dixie Mo,0,1,0,0,1
82,Dizzy,0,0,0,0,0
1134,Do Share,0,0,0,0,1
3441,Doc Boy,0,1,1,0,1
2945,Doctor Mounty,1,1,0,0,1
4138,Dogtag,0,0,0,0,1
1440,Doll,0,0,0,0,0
4229,Doll Collection,1,1,0,0,1
36,Dollarsforpennies,1,0,1,0,1
1349,Dolores Westworld,1,0,0,0,1
179,Domain,1,1,0,0,1
1381,Don Ciccio,1,1,0,0,1
3892,Don Juan Kitten,0,0,0,0,1
1488,Don Polo,1,1,0,0,1
1240,Don't Rush,1,0,0,0,1
3946,Don't Tell Flora,1,0,0,0,1
2203,Donegal Aces,1,0,0,0,1
4438,Dontblamerocket,1,0,0,0,1
17,Dontcallmefrancis,0,0,0,0,1
3167,Dooder,1,1,0,0,1
178,Dooley,1,0,0,0,1
3387,Doswell,1,0,0,0,1
2419,Dot Matrix,1,1,0,0,1
1530,Dotdotdash,0,1,0,0,1
389,Dothat Dance,0,0,0,0,1
4022,Dottie's Spirit,1,0,0,0,1
176,Double Deep,0,1,0,0,1
4098,Double Down Dare,0,0,1,0,1
2239,Double Happiness,0,0,0,0,1
1489,Double Medal,0,1,0,0,1
2407,Double Orb,1,1,0,0,1
3481,Double Shot,1,0,0,0,1
908,Double the Bet,0,0,0,0,1
1822,Doups Point,1,0,0,0,1
3024,Dove Shoot,1,0,0,0,1
4439,Dover Cliffs,0,0,0,0,1
726,Dovey Lovey,0,0,0,0,1
4377,Down Royal,1,0,0,0,1
2876,Downside Risk,0,0,0,0,1
3593,Downstream,0,0,0,0,1
1707,Dowse's Beach,1,0,0,0,0
815,Dr Burt,0,0,0,0,1
3544,Dr Post,1,1,0,0,1
1303,Dr. Albert,0,0,0,0,1
2443,Dr. Devera's Way,0,1,0,0,1
1895,Dr. Edgar,1,1,0,0,1
474,Dr. Hipp,1,1,0,0,1
35,Dr. Lloyd,1,0,0,0,1
2872,Dr. Shane,1,0,0,0,1
2276,Dream Bigger,1,1,1,0,1
1600,Dream Chasing,1,0,0,0,1
1155,Dream Friend,1,0,0,0,1
2340,Dream Passage,1,1,0,0,0
3811,Dream'n Demon,0,1,1,0,1
136,Dreamers and Me,1,1,0,0,1
1514,Dreammaster,0,1,0,0,1
2166,Dreamofasamurai,0,1,0,0,1
325,Dreams Are Pazible,0,0,0,0,1
3971,Dreamzapper,0,0,0,0,1
3875,Driftwood,1,1,0,0,1
2319,Drink to the Clown,1,1,0,0,1
607,Driven by Speed,1,0,0,0,1
1426,Driven to Compete,1,0,0,0,1
3114,Driver Dan,0,1,0,0,1
4030,Drop a Hint,0,0,1,0,0
3642,Drop of Bourbon,0,1,0,0,1
1057,Drummer Don,1,1,0,0,1
2480,Dubai Bobby,0,0,1,0,1
2556,Dubini,1,0,0,0,1
1077,Dublin Green,1,0,0,0,1
901,Dublin Leprechaun,0,0,0,0,1
4464,Dublin Pub,0,0,0,0,1
94,Dublinthepleasure,0,0,0,0,1
2855,Dugout,0,1,0,0,1
2075,Dull Knife,0,1,0,0,1
3185,Dunbar Road,1,1,0,0,1
1460,Duncastle,1,1,0,0,1
3064,Dundalk,1,1,0,0,1
4388,Dunph,0,1,1,0,1
2016,Duress,1,0,0,0,1
192,Durkin's Call,1,1,0,0,1
3457,Dustinthewind,0,0,0,0,1
2846,Dutchmen Forever,1,1,0,0,1
3110,Dyna Passer,0,1,0,0,1
1257,Dynamax Prime,1,1,0,0,1
1067,Dynamite Kitten,0,0,0,0,0
3918,Dynatail,1,1,0,0,1
98,E J's Legacy,1,0,0,0,1
3430,E Warfare,1,1,0,0,1
4277,E Z Lorelle,1,0,1,0,0
3455,E Z for You to Say,0,0,1,0,1
2396,Eagerly,1,0,0,1,1
1018,Eagle Pass,1,1,0,0,1
4169,Eagles Palace,0,1,0,0,1
1269,Early Retirement,1,0,0,0,1
1818,Earned Success,1,1,0,0,1
3700,East (GB),0,0,0,0,1
4519,East Moon,1,0,0,0,1
781,Easy Banker,1,1,1,0,1
3766,Ebullient,1,1,0,0,1
3420,Ed's Pet,1,0,0,0,1
920,Eddie Boy,1,0,0,0,1
975,Eddy Dirt,1,1,0,0,1
689,Eden Ridge,1,0,0,0,1
3955,Edict,1,1,0,0,0
3626,Edisa,0,0,0,0,0
2957,Effiemeister,1,1,0,0,1
1748,Ego,1,1,0,0,1
2659,Ego Man,1,1,0,0,1
1012,Eight Minute Ellie,0,1,0,0,1
1572,Eight Oaks,1,1,1,0,1
2240,Eighty Seven North,1,1,0,0,1
2749,Ekati Wildcat,1,0,0,0,1
4342,Ekati's Verve,1,0,0,0,1
3206,Ekhtibaar,1,1,0,0,1
4064,El Asesino,1,1,0,0,1
4404,El Dulce,1,1,0,0,1
816,El Fenomeno,0,1,0,0,1
1416,El Hermano,1,1,0,0,1
2438,El Sangru,1,1,0,0,1
4562,Elate,0,0,0,0,0
547,Elegant Jem,1,0,0,0,1
3910,Elegant Rose,1,1,0,0,1
1082,Elegant Zip,1,0,0,0,1
1518,Elektronic,1,0,0,0,1
1947,Elenzee,0,1,1,0,1
3042,Elfitz,1,1,0,0,1
4577,Eli Rocks,1,1,0,0,1
1861,Elios Milos,0,0,0,0,1
2316,Elite Mission,1,0,0,0,1
3012,Elite Mom,0,0,0,0,1
610,Elizabeth Nicole,0,0,0,0,1
3761,Ella Brilla,0,0,0,0,1
2626,Ella's Song,0,0,0,0,1
2223,Ellanation,0,1,0,0,1
3360,Ellas Ghost,0,0,0,0,0
4264,Elle M'a Souri (FR),0,0,0,0,0
2511,Elle's Town,1,0,0,0,1
3757,Ellie's Smile,1,1,0,0,1
1392,Eloweasel,1,1,0,0,1
4453,Elsa,0,1,0,0,1
4184,Elucidation (IRE),0,0,0,0,0
4239,Emaraaty (GB),1,0,0,0,1
4375,Embellisher,1,1,0,0,1
445,Emblazoner,0,1,0,0,1
1898,Embolden,1,0,0,0,1
3517,Embur's Zip,0,0,0,0,1
2291,Emerald Banker,1,0,0,0,1
2118,Emerald Ice,1,0,0,0,1
2879,Emmaus (IRE),0,0,0,0,1
471,Emmy Knows,0,1,0,0,1
1648,Empire Express,0,0,0,0,0
3269,Empire Line,1,1,0,0,1
1566,Empire of War,0,0,0,0,1
3937,Empirically,0,0,0,0,1
2367,Empress Amelia,0,0,0,0,1
1579,Empress Luciana,1,1,1,0,0
468,Empress Sophia,1,1,0,0,1
1716,Empressof the Nile,1,1,0,0,1
2559,En Wye Cee,0,0,1,0,1
1824,End Play,1,0,0,0,1
3483,Endorsed,0,1,0,0,1
4318,Enduring Honor,0,0,0,0,1
4055,Enforceable,1,1,0,0,1
4134,Engage,1,0,1,0,1
3584,English Bee,0,0,0,0,1
1699,English Breeze,0,0,0,0,1
2025,English Humor,0,0,0,0,1
3379,English Soul,1,0,0,0,1
4413,Enjay's Brass,0,1,1,0,1
493,Enjoyitwhilewecan,1,0,0,0,1
3503,Enlisting,1,1,0,0,1
728,Enliven,1,1,0,0,1
1971,Enola Gay,0,0,0,0,0
580,Enthrall,1,1,0,0,1
2995,Enthusiastic Gal,1,1,0,0,1
3074,Entirely,0,0,0,0,1
2568,Entropia (ARG),0,0,0,0,1
3300,Environs (GB),0,0,0,0,1
4372,Eons,1,0,0,0,1
3019,Epical,0,0,0,0,0
453,Equal the Score,1,1,1,0,1
3790,Erin More,0,1,0,0,1
418,Erlich,0,1,0,0,1
3304,Escape Clause,0,0,0,0,0
345,Espresso Caliente,0,0,0,0,1
1142,Espresso Shot,0,0,0,0,1
1871,Espressoandacheck,0,0,0,0,1
4476,Esther's Fortune,1,1,0,0,1
3038,Estill,1,1,0,0,1
750,Estilo Femenino,1,1,0,0,1
2722,Etana,1,1,0,0,1
4326,Eternal Summer,0,0,1,0,0
1710,Ethan Hunt,0,0,0,0,1
3830,Ethos,1,1,0,0,1
1838,Evade,1,0,0,0,1
4392,Evaluator,0,1,0,0,1
1210,Evan,0,0,0,0,0
581,Evan's Nice Now,0,1,0,0,1
3658,Ever Changing,1,1,0,0,1
3335,Everfast,1,1,0,0,1
3448,Everybody Loves Me,1,0,0,0,1
2082,Everyonelovesjames,1,1,0,0,1
615,Everything Pazible,0,0,0,0,1
3979,Evocative,0,0,0,0,1
861,Exceed the Goal,0,0,0,0,1
62,Excess Capacity,1,1,0,0,1
4171,Excession,1,1,0,0,1
2092,Exchange Fever,0,0,0,0,1
3378,Exchequer,0,0,0,0,1
123,Expert,0,0,0,0,0
2551,Extreme Force,1,1,0,0,1
3398,Extrordinary Jerry,1,0,0,0,1
3079,Exult,1,1,0,0,1
869,Exulting,1,1,0,0,1
139,Eye Luv Lulu,0,0,0,0,1
4572,Eye On Berlin,1,1,0,0,1
2619,Eye'm Gone,1,0,0,0,1
2625,Eye's On You,0,0,0,0,1
1468,Eyeinthesky,1,1,1,0,1
1694,Fabulous Fun,1,1,0,0,1
944,Face It,1,1,0,0,1
2054,Factoring,0,0,0,0,1
3677,Factorofwon,1,1,0,0,1
1026,Fair Lassie,1,0,0,0,1
43,Fair Regis,0,0,0,0,1
2534,Fairy Diva (GB),0,0,0,0,0
2015,Fairy Link,0,0,0,0,1
3493,Fallinginloveagain,0,0,0,0,1
2315,False Alarm,1,0,0,0,1
1487,False Info,0,0,0,0,1
670,Falsifier,0,1,0,0,1
3735,Fame to Famous,1,1,0,0,1
49,Family Biz,1,1,0,0,1
1729,Famished,0,0,0,0,0
3316,Fancy Dress Party,1,1,0,0,1
3519,Fancy Persuasion,1,0,0,0,1
64,Fancy That,1,1,0,0,1
3469,Fancycase,0,0,0,0,1
491,Fangirl,1,1,0,0,1
4619,Fantastry (BRZ),1,1,0,0,1
3665,Farcical,0,1,0,0,1
2652,Farmington Road,1,0,0,0,1
2827,Farragut,0,0,0,0,1
1469,Fashion Faux Pas,1,1,0,0,1
1872,Fashion Rules,0,1,0,0,1
2585,Fast Break,0,0,0,0,0
1421,Fast Getaway,1,0,1,0,1
2850,Fast Master,0,1,0,0,1
2408,Fast Talking,1,1,0,0,1
3655,Fayette Warrior,0,1,0,0,1
2852,Faze,0,0,0,0,1
3058,Fear,0,0,0,0,1
2899,Fear No Evil,0,1,0,0,1
1118,Fear No One,1,1,0,0,1
3367,Fed Fever,1,1,0,0,1
1988,Fed Up Fired Up,0,0,0,0,1
2998,Federal Case,1,1,0,0,1
3277,Federale,1,1,0,0,1
1531,Feel Glorious (GB),0,0,0,0,1
2655,Feeling Dangerous,1,1,0,0,1
4303,Feeling It,1,1,1,0,1
4506,Feisty Bird,0,0,0,0,1
362,Felix in Fabula,1,1,0,0,1
3522,Felix the Fox,1,1,0,0,1
1585,Felony Melanie,1,1,0,0,1
3082,Ferdinanda,1,1,0,0,1
759,Ferncourt,1,1,0,0,1
2037,Fetching,0,1,0,0,1
2861,Fiat Lux,1,1,0,0,0
4052,Field Pass,0,1,0,0,1
1512,Field Patrol,0,0,0,0,1
3453,Fierce Lady,0,1,0,0,1
3656,Fierce Scarlett,1,0,0,0,1
218,Fiery Opal,1,1,0,0,1
99,Fifty,1,0,0,0,0
4252,Fifty Cents,0,0,1,0,1
61,Fifty Eight O G,0,0,0,0,1
1453,Fifty Five,1,1,0,0,1
3644,Fiftyshays Ofgreen,1,1,0,0,1
1825,Fig Jelly,1,0,0,0,1
